predicate	count	relation
steer society just so long accord	2	
steer society long accord	2	
steer society so long accord	2	
stem in	2	
stem to	2	
step up	2	
stereotype about	2	
stereotype of	2	
stewart	2	
stick by	2	
stigmatize	2	
still await	2	
still be find in	2	
still be necessary presupposition of	2	
still be presupposition of	2	
still bear	2	
still constitute party in	2	
still diligently put cross despite	2	
still exact obedience at_time	2	
still exist in	2	
still have ahead	2	
still homogenize voting record in	2	
still imply	2	
still inform	2	
still matter in	2	
still much depend on	2	
still occupy	2	
still perceive dependence on	2	
still perceive for	2	
still preserve in	2	
still put cross despite	2	
still recognize	2	
still threaten	2	
still use	2	
still view	2	
still win	2	
stimulate indirectly	2	
stimulate monocyte migration via	2	
stimulate resurgence under	2	
stipulate by	2	
stipulate for	2	
stoichiometrically couple	2	
storage of be	2	
store information	2	
store information permanently	2	
storm	2	
storm of	2	
story	2	
strain	2	
strain relation to	2	
strange and beautiful object	2	
strange and often beautiful object	2	
strange object	2	
strategic approach	2	
strategic gap	2	
strategic use of	2	
strategically unionize	2	
strengthen autonomy accord	2	
strengthen development at	2	
strengthen legitimacy in	2	
strengthen nationally	2	
strengthen nationally and globally	2	
stress possibility as	2	
stress through	2	
strike gulf coast ago	2	
strip away	2	
strong and positive effect on	2	
strong bias in	2	
strong effect on	2	
strong federal structure in	2	
strong focus	2	
strong influence for	2	
strong potential for	2	
strong relation with	2	
strong structure in	2	
strongly believe in	2	
strongly colocalise in	2	
strongly control	2	
strongly control voting in	2	
strongly correlate with	2	
strongly influence by	2	
structure of be	2	
struggle as much with	2	
struggle much with	2	
student to	2	
study about	2	
study abroad	2	
study breeding origin in	2	
study by	2	
study consumer liquidity in	2	
study distance cation migration by	2	
study dynamics in	2	
study effect during	2	
study impact compare	2	
study language development in	2	
study method for	2	
study method through	2	
study phenomena for	2	
study question with	2	
study role at	2	
study transformation in	2	
stunt	2	
stylized fact about	2	
sub-category	2	
sub-debt issue by	2	
sub-group in	2	
subcommittee at_time	2	
subcommittee on	2	
subgroup of	2	
subject in	2	
subjectively valid fear of	2	
submit by	2	
submit report from	2	
submit report together with	2	
submit report with	2	
subnational variation in	2	
subordinate to	2	
subordination to	2	
subscribe instead	2	
subsequence of	2	
subsequently aim base	2	
subsequently be note between	2	
subsequently conduct	2	
subsequently contain	2	
subsequently discuss	2	
subsequently introduce planning issue in	2	
subsequently resume with	2	
subsidize simultaneously	2	
substance of	2	
substantial flow of	2	
substantial improvement through	2	
substantial part of	2	
substantially expand on	2	
substantially reduce	2	
substitution of	2	
subvert	2	
success on	2	
success with	2	
successful analysis of	2	
successful co-existence of	2	
successfully manage as	2	
successfully pass	2	
successfully steer	2	
successive decline of	2	
succinct explanation of	2	
such have gain	2	
such impact on	2	
such indicator be	2	
such massive impact on	2	
such place of	2	
such point be	2	
such rule	2	
suffer at	2	
suffer compare	2	
suffer defection to	2	
suffer period since	2	
suffer significantly from	2	
sufficient assurance to	2	
sufficient information on	2	
sugar at	2	
suggest after	2	
suggest at_time	2	
suggest existence by	2	
suggest human rights education as	2	
suggest trend	2	
suggest view	2	
suggest view as	2	
suicide	2	
sulfide at	2	
summarise by	2	
summarise work to	2	
summit on	2	
superabundance through	2	
supplement with	2	
supplementary protocol	2	
supply below	2	
supply in	2	
support access control base	2	
support budget impact as	2	
support claim by	2	
support decision making in	2	
support democratic party in	2	
support existence in	2	
support existence on	2	
support family planning on	2	
support garment worker in	2	
support group	2	
support idea in	2	
support opportunity cost as	2	
support organisation at	2	
support people adequately as	2	
support people as	2	
support use within	2	
support with	2	
supposedly apply	2	
supposedly apply universally	2	
suppress fundamentalism in	2	
suppression through	2	
surge after	2	
surgical indication	2	
surpass	2	
surpass hedge fund in	2	
surprise	2	
surprisingly have pay	2	
surprisingly however use terrorism during	2	
surprisingly occur before	2	
surprisingly trigger	2	
surprisingly use terrorism during	2	
surround tissue	2	
survey simultaneously	2	
survey theory in	2	
susceptible by	2	
sustain biodiversity in	2	
sustain profit over	2	
sustainablility of	2	
sweep on	2	
switch among	2	
switch into	2	
symbolic and potential nature of	2	
symbolic nature of	2	
synthesize policy message from	2	
synthesize policy theory into	2	
synthetize in	2	
syria in	2	
systematic difference at	2	
systematic recording from	2	
systematically discuss	2	
systematically mobilize	2	
systematically tend	2	
systematize	2	
tacitly acquiesce to	2	
taint	2	
takaki	2	
take accord	2	
take action	2	
take advantage	2	
take applicability as	2	
take approach follow	2	
take approach to	2	
take at_time	2	
take back	2	
take charge for	2	
take communication environment into	2	
take control over	2	
take form for	2	
take forward	2	
take greece out	2	
take greece until	2	
take haracter into	2	
take hold in	2	
take however	2	
take however at_time	2	
take impact into	2	
take impact of novel technique into	2	
take impact of technique into	2	
take interest	2	
take office in	2	
take phenomenon across	2	
take phenomenon as	2	
take phenomenon for	2	
take place by	2	
take place from	2	
take place through	2	
take position on	2	
take reader	2	
take resource into	2	
take responsibility as	2	
take right	2	
take rights concession on	2	
take seminar room as	2	
take step in	2	
take suggestion as	2	
take training experience into	2	
take up matter with	2	
take up power in	2	
take variation into	2	
take viewpoint	2	
take within	2	
tame	2	
target approach on	2	
target delivery of	2	
target of be	2	
task in	2	
teacher people strategy with	2	
team at	2	
technic in	2	
technological change of	2	
technologies of	2	
technology of	2	
television	2	
television without	2	
temperature	2	
temporal change in	2	
temporal response of	2	
tend compare	2	
tend follow	2	
tend over	2	
tend under	2	
term activity	2	
territorial concession to	2	
territorial integrity	2	
territoriesand	2	
terrorism against	2	
terrorist act against	2	
test between	2	
test explicitly	2	
test growth model to	2	
test power in	2	
test thesis use	2	
testify to	2	
thank aberdeen formation evaluation society at	2	
thank antulio bomm at	2	
thank antulio bomm for	2	
thank much	2	
thank reviewer for	2	
thank so much	2	
theft	2	
theoretical contribution of	2	
theoretical study on	2	
theoretical treatment of	2	
theoretically prove	2	
theorize shaping from	2	
theorize shaping of environmental regulation from	2	
theorize shaping of regulation from	2	
theory as	2	
there engage with	2	
thereby add to	2	
thereby develop	2	
thereby draw line to	2	
thereby enable characterization in	2	
thereby enable in	2	
thereby examine participation by	2	
thereby undermine	2	
thereby upend	2	
therefore actively promote	2	
therefore anticipate	2	
therefore be 1	2	
therefore be compare to	2	
therefore be consider in	2	
therefore be force	2	
therefore be internalise in	2	
therefore be need at	2	
therefore be part of	2	
therefore be relevant part of	2	
therefore can improve	2	
therefore describe	2	
therefore dutifully contribute to	2	
therefore feasibility under	2	
therefore illuminate	2	
therefore importance of	2	
therefore introduce down	2	
therefore might cause impact due	2	
therefore promote	2	
therefore re-invent philosophy as	2	
therefore reduce	2	
therefore suggest	2	
therefore use research approach	2	
therefore use research approach through	2	
therefore use through	2	
therefore validate	2	
thickness	2	
thing than	2	
think differently about	2	
think in	2	
think with	2	
thinking of	2	
thinly cover assignment of	2	
third analyze	2	
third and importantly can generate	2	
third be observe as	2	
third can generate	2	
third chapter	2	
third influence	2	
third require	2	
third seem	2	
third test	2	
third trace	2	
third trace history up	2	
though be imperfectly knit in	2	
though be imperfectly tight knit in	2	
though be knit in	2	
though be tight knit in	2	
though do	2	
though wage	2	
thought on	2	
thoughtful and nuanced exploration of	2	
thoughtful exploration of	2	
threaten contestation without	2	
threshold	2	
thrive as	2	
through east be	2	
through period be	2	
throw light in	2	
throw up	2	
throw up in	2	
thrust upon	2	
thus access	2	
thus arguably stand outside	2	
thus be bear by	2	
thus be deem	2	
thus be evaluate pa behavior among	2	
thus be expose to	2	
thus be perpetually rethink by	2	
thus be rethink by	2	
thus be widely expose to	2	
thus can construct	2	
thus come with	2	
thus constitute infrastructure at_time	2	
thus constrain	2	
thus constrain significantly	2	
thus describe exist in	2	
thus describe in	2	
thus far have find	2	
thus have approve drug over	2	
thus largely use	2	
thus largely use lens	2	
thus live in	2	
thus mention here on	2	
thus mention on	2	
thus open up trade for	2	
thus play	2	
thus play part as	2	
thus point to	2	
thus qualify	2	
thus reconsider	2	
thus reshape landscape over	2	
thus shed	2	
thus shift	2	
thus shift emphasis away	2	
thus should target	2	
thus stand outside	2	
thus use	2	
thus use lens	2	
thus will bolster	2	
thus will increasingly use	2	
